date,tournament,home_team,away_team,home_score,away_score,H_xG,A_xG,H_attack,H_defence,A_attack,A_defence
25/03/2016,FIFA World Cup qualification,Brazil,Uruguay,2,2,1.716457298,0.705323785,1.368364559,0.486332126,1.400021659,0.842005013
29/03/2016,FIFA World Cup qualification,Argentina,Bolivia,2,0,2.505240224,0.504249979,1.218159034,0.686382061,0.307989882,1.63631109
29/03/2016,FIFA World Cup qualification,Colombia,Ecuador,3,0,1.21175258,0.61116042,0.805442177,0.588855295,0.96207712,1.030355074
29/03/2016,FIFA World Cup qualification,Paraguay,Brazil,2,2,0.48578559,3.61823774,1.059895833,1.488646384,2.550411523,0.187202381
29/03/2016,FIFA World Cup qualification,Uruguay,Peru,1,0,1.272931353,0.656376477,1.027940555,0.626512903,0.903139006,0.900772716
29/03/2016,FIFA World Cup qualification,Venezuela,Chile,1,4,0.855539637,1.088290037,0.730122655,1.087595532,1.282900187,0.569387201
04/06/2016,Copa América,Brazil,Ecuador,0,0,2.05864472,0.504753797,1.368364559,0.486332126,0.9669713,1.027051502
06/06/2016,Copa América,Argentina,Chile,2,1,1.427408574,0.686820363,1.218159034,0.686382061,0.959884314,0.787422916
07/06/2016,Copa América,Colombia,Paraguay,2,1,0.901061516,0.567652306,0.805442177,0.588855295,0.767400428,0.858080596
08/06/2016,Copa América,Ecuador,Peru,2,2,1.741814253,1.288440555,1.406581357,1.229819563,0.932504085,0.880951287
09/06/2016,Copa América,Uruguay,Venezuela,0,1,1.53769646,0.704017351,1.027940555,0.626512903,0.820957238,1.176666189
10/06/2016,Copa América,Chile,Bolivia,2,1,2.42879277,0.918851269,1.180986888,1.250734862,0.327566602,1.623096805
12/06/2016,Copa América,Brazil,Peru,0,1,1.694489181,0.509513796,1.368364559,0.486332126,0.883562286,0.913987002
14/06/2016,Copa América,Argentina,Bolivia,3,0,2.505240224,0.504249979,1.218159034,0.686382061,0.307989882,1.63631109
17/06/2016,Copa América,Peru,Colombia,0,0,0.891843276,2.635134133,0.745421245,1.659838104,1.700810748,0.691390306
18/06/2016,Copa América,Argentina,Venezuela,4,1,1.822244316,0.771292783,1.218159034,0.686382061,0.776909619,1.206398332
22/06/2016,Copa América,Colombia,Chile,0,2,0.943797187,0.58923132,0.805442177,0.588855295,0.979461034,0.77420863
26/06/2016,Copa América,Argentina,Chile,0,0,1.427408574,0.686820363,1.218159034,0.686382061,0.959884314,0.787422916
01/09/2016,FIFA World Cup qualification,Argentina,Uruguay,1,0,1.528041595,0.995454684,1.218159034,0.686382061,1.37555076,0.85852287
01/09/2016,FIFA World Cup qualification,Bolivia,Peru,0,3,1.220676892,1.926935373,0.985743088,1.83926438,1.270202498,0.653004859
01/09/2016,FIFA World Cup qualification,Colombia,Venezuela,2,0,1.204861096,0.661701209,0.805442177,0.588855295,0.796486339,1.193184046
01/09/2016,FIFA World Cup qualification,Ecuador,Brazil,0,3,0.644683122,2.989144772,1.406581357,1.229819563,2.428057025,0.269791667
01/09/2016,FIFA World Cup qualification,Paraguay,Chile,2,1,1.241959677,1.489596989,1.059895833,1.488646384,1.15565151,0.655280058
06/09/2016,FIFA World Cup qualification,Brazil,Colombia,2,1,1.637150454,0.772093604,1.368364559,0.486332126,1.558879531,0.787193878
06/09/2016,FIFA World Cup qualification,Chile,Bolivia,3,0,2.42879277,0.918851269,1.180986888,1.250734862,0.327566602,1.623096805
06/09/2016,FIFA World Cup qualification,Peru,Ecuador,2,1,1.12145371,1.72271076,0.745421245,1.659838104,1.108902517,0.931247931
06/09/2016,FIFA World Cup qualification,Uruguay,Paraguay,4,0,1.14997414,0.603953971,1.027940555,0.626512903,0.791871328,0.841562739
06/09/2016,FIFA World Cup qualification,Venezuela,Argentina,2,2,0.663286932,1.945175595,0.730122655,1.087595532,2.073673908,0.382196519
06/10/2016,FIFA World Cup qualification,Brazil,Bolivia,5,0,2.814149744,0.35728347,1.368364559,0.486332126,0.332460782,1.619793233
06/10/2016,FIFA World Cup qualification,Ecuador,Chile,3,0,1.648197184,1.230604889,1.406581357,1.229819563,1.033297013,0.737869344
06/10/2016,FIFA World Cup qualification,Paraguay,Colombia,0,1,1.268089658,2.363352721,1.059895833,1.488646384,1.730175827,0.671568878
06/10/2016,FIFA World Cup qualification,Peru,Argentina,2,2,0.677185083,2.968637216,0.745421245,1.659838104,1.917060152,0.487910804
06/10/2016,FIFA World Cup qualification,Uruguay,Venezuela,3,0,1.53769646,0.704017351,1.027940555,0.626512903,0.820957238,1.176666189
11/10/2016,FIFA World Cup qualification,Argentina,Paraguay,0,1,1.362774705,0.661667412,1.218159034,0.686382061,0.747823709,0.871294882
11/10/2016,FIFA World Cup qualification,Bolivia,Ecuador,2,2,1.483007426,1.908933485,0.985743088,1.83926438,1.353611512,0.76606936
11/10/2016,FIFA World Cup qualification,Chile,Peru,2,1,1.462453474,1.31035281,1.180986888,1.250734862,0.878668106,0.917290573
11/10/2016,FIFA World Cup qualification,Colombia,Uruguay,2,2,1.010335362,0.854012358,0.805442177,0.588855295,1.395127479,0.845308584
11/10/2016,FIFA World Cup qualification,Venezuela,Brazil,0,2,0.33463955,2.643461363,0.730122655,1.087595532,2.6776602,0.101309524
10/11/2016,FIFA World Cup qualification,Brazil,Argentina,3,0,1.243103914,0.869809919,1.368364559,0.486332126,1.775128935,0.583714376
10/11/2016,FIFA World Cup qualification,Colombia,Chile,0,0,0.943797187,0.58923132,0.805442177,0.588855295,0.979461034,0.77420863
10/11/2016,FIFA World Cup qualification,Paraguay,Peru,1,4,1.312502586,1.559604703,1.059895833,1.488646384,1.054858583,0.798362002
10/11/2016,FIFA World Cup qualification,Uruguay,Ecuador,2,1,1.546491673,0.650244452,1.027940555,0.626512903,0.98654802,1.013837217
10/11/2016,FIFA World Cup qualification,Venezuela,Bolivia,5,0,1.501554882,0.799001104,0.730122655,1.087595532,0.631005755,1.418275376
15/11/2016,FIFA World Cup qualification,Argentina,Colombia,3,0,1.457440273,1.089689887,1.218159034,0.686382061,1.534408631,0.803711735
15/11/2016,FIFA World Cup qualification,Bolivia,Paraguay,1,0,1.102767133,1.773037748,0.985743088,1.83926438,1.15893482,0.593794882
15/11/2016,FIFA World Cup qualification,Chile,Uruguay,3,1,1.481413376,1.813931262,1.180986888,1.250734862,1.395127479,0.845308584
15/11/2016,FIFA World Cup qualification,Ecuador,Venezuela,3,0,2.104105303,1.38195767,1.406581357,1.229819563,0.850322317,1.156844761
15/11/2016,FIFA World Cup qualification,Peru,Brazil,0,2,0.341651404,4.034328726,0.745421245,1.659838104,2.521046443,0.20702381
26/01/2017,Friendly,Brazil,Colombia,1,0,1.637150454,0.772093604,1.368364559,0.486332126,1.524620271,0.810318878
23/03/2017,FIFA World Cup qualification,Argentina,Chile,1,0,1.427408574,0.686820363,1.218159034,0.686382061,0.964778494,0.784119344
23/03/2017,FIFA World Cup qualification,Colombia,Bolivia,1,0,1.656455424,0.432602026,0.805442177,0.588855295,0.41566184,1.563632519
23/03/2017,FIFA World Cup qualification,Paraguay,Ecuador,2,1,1.594566993,1.545034505,1.059895833,1.488646384,1.025701459,0.987408645
23/03/2017,FIFA World Cup qualification,Uruguay,Brazil,1,4,0.471139421,1.522774417,1.027940555,0.626512903,2.442739565,0.259880952
23/03/2017,FIFA World Cup qualification,Venezuela,Peru,2,2,0.904134013,1.139437226,0.730122655,1.087595532,1.240837418,0.672826287
28/03/2017,FIFA World Cup qualification,Bolivia,Argentina,2,0,0.895507767,3.289542921,0.985743088,1.83926438,2.078568088,0.378892947
28/03/2017,FIFA World Cup qualification,Brazil,Paraguay,3,0,1.530812116,0.468820702,1.368364559,0.486332126,0.767400428,0.858080596
28/03/2017,FIFA World Cup qualification,Chile,Venezuela,3,1,1.766638496,1.405460351,1.180986888,1.250734862,0.840533958,1.163451903
28/03/2017,FIFA World Cup qualification,Ecuador,Colombia,0,2,1.682874124,1.952443133,1.406581357,1.229819563,1.691022388,0.697997449
28/03/2017,FIFA World Cup qualification,Peru,Uruguay,2,1,0.935045948,2.407250584,0.745421245,1.659838104,1.419598379,0.828790727
08/06/2017,Friendly,Ecuador,Venezuela,1,1,2.104105303,1.38195767,1.406581357,1.229819563,0.987359355,1.064344761
08/06/2017,Friendly,Peru,Paraguay,1,0,0.833915105,1.600072098,0.745421245,1.659838104,0.831024767,0.815134167
09/06/2017,Friendly,Argentina,Brazil,1,0,0.558322891,1.668289731,1.218159034,0.686382061,2.384009406,0.29952381
31/08/2017,FIFA World Cup qualification,Brazil,Ecuador,2,0,2.05864472,0.504753797,1.368364559,0.486332126,0.849510983,1.106337217
31/08/2017,FIFA World Cup qualification,Chile,Paraguay,0,3,1.321189609,1.205699489,1.180986888,1.250734862,0.786977148,0.84486631
31/08/2017,FIFA World Cup qualification,Peru,Bolivia,2,1,1.53301764,1.219398607,0.745421245,1.659838104,0.449921099,1.540507519
31/08/2017,FIFA World Cup qualification,Uruguay,Argentina,0,0,0.933842462,1.120524655,1.027940555,0.626512903,1.809388194,0.560589376
31/08/2017,FIFA World Cup qualification,Venezuela,Colombia,0,0,0.873539605,1.72665039,0.730122655,1.087595532,1.803588525,0.622015306
05/09/2017,FIFA World Cup qualification,Argentina,Venezuela,1,1,1.822244316,0.771292783,1.218159034,0.686382061,0.825851418,1.173362618
05/09/2017,FIFA World Cup qualification,Bolivia,Chile,1,0,1.155069327,1.840438878,0.985743088,1.83926438,1.292688547,0.562780058
05/09/2017,FIFA World Cup qualification,Colombia,Brazil,1,1,0.369160998,1.431245509,0.805442177,0.588855295,2.408480306,0.283005952
05/09/2017,FIFA World Cup qualification,Ecuador,Peru,0,2,1.741814253,1.288440555,1.406581357,1.229819563,1.128271281,0.74880843
05/09/2017,FIFA World Cup qualification,Paraguay,Uruguay,1,2,1.329518458,2.158972534,1.059895833,1.488646384,1.532164516,0.752808584
05/10/2017,FIFA World Cup qualification,Argentina,Peru,0,0,1.508484921,0.719099378,1.218159034,0.686382061,0.966763344,0.857826287
05/10/2017,FIFA World Cup qualification,Bolivia,Brazil,0,0,0.451798915,4.470434256,0.985743088,1.83926438,2.711919459,0.078184524
05/10/2017,FIFA World Cup qualification,Chile,Ecuador,2,1,1.776743196,1.298111182,1.180986888,1.250734862,0.869087702,1.093122931
05/10/2017,FIFA World Cup qualification,Colombia,Paraguay,1,2,0.901061516,0.567652306,0.805442177,0.588855295,0.796765508,0.838259167
05/10/2017,FIFA World Cup qualification,Venezuela,Uruguay,0,0,0.915855611,1.577331532,0.730122655,1.087595532,1.634942294,0.683433584
10/10/2017,FIFA World Cup qualification,Brazil,Chile,3,0,1.603415687,0.486642683,1.368364559,0.486332126,0.959884314,0.787422916
10/10/2017,FIFA World Cup qualification,Ecuador,Argentina,1,3,1.277822331,2.199544711,1.406581357,1.229819563,1.912165972,0.491214376
10/10/2017,FIFA World Cup qualification,Paraguay,Venezuela,0,1,1.585498366,1.672803353,1.059895833,1.488646384,0.997147714,1.057737618
10/10/2017,FIFA World Cup qualification,Peru,Colombia,1,1,0.891843276,2.635134133,0.745421245,1.659838104,1.58824461,0.767372449
10/10/2017,FIFA World Cup qualification,Uruguay,Bolivia,4,2,2.114040905,0.460267155,1.027940555,0.626512903,0.449921099,1.540507519
07/09/2018,Friendly,Venezuela,Colombia,1,2,0.873539605,1.72665039,0.730122655,1.087595532,1.666551488,0.714515306
11/09/2018,Friendly,Colombia,Argentina,0,0,0.731711675,1.053173644,0.805442177,0.588855295,1.780023115,0.580410804
12/10/2018,Friendly,Peru,Chile,3,0,0.873466146,1.660898026,0.745421245,1.659838104,1.003931933,0.757690773
16/10/2018,Friendly,Argentina,Brazil,0,1,0.558322891,1.668289731,1.218159034,0.686382061,2.403586126,0.286309524
15/11/2018,Friendly,Peru,Ecuador,0,2,1.12145371,1.72271076,0.745421245,1.659838104,0.795675004,1.142676502
16/11/2018,Friendly,Brazil,Uruguay,1,0,1.716457298,0.705323785,1.368364559,0.486332126,1.37065658,0.861826441
22/03/2019,Friendly,Argentina,Venezuela,1,3,1.822244316,0.771292783,1.218159034,0.686382061,1.011830254,1.047826903
22/03/2019,Friendly,Peru,Paraguay,1,0,0.833915105,1.600072098,0.745421245,1.659838104,0.855495666,0.79861631
01/06/2019,Friendly,Venezuela,Ecuador,1,1,1.098437649,1.128792332,0.730122655,1.087595532,0.849510983,1.106337217
09/06/2019,Friendly,Peru,Colombia,0,3,0.891843276,2.635134133,0.745421245,1.659838104,1.59803297,0.760765306
14/06/2019,Copa América,Brazil,Bolivia,3,0,2.814149744,0.35728347,1.368364559,0.486332126,0.39119094,1.580150376
15/06/2019,Copa América,Venezuela,Peru,0,0,0.904134013,1.139437226,0.730122655,1.087595532,1.064646942,0.791754859
15/06/2019,Copa América,Argentina,Colombia,0,2,1.457440273,1.089689887,1.218159034,0.686382061,1.549091171,0.79380102
16/06/2019,Copa América,Uruguay,Ecuador,4,0,1.546491673,0.650244452,1.027940555,0.626512903,0.741839025,1.179015788
18/06/2019,Copa América,Bolivia,Peru,1,3,1.220676892,1.926935373,0.985743088,1.83926438,1.270202498,0.653004859
18/06/2019,Copa América,Brazil,Venezuela,0,0,2.046936788,0.546495137,1.368364559,0.486332126,0.977570995,1.070951903
19/06/2019,Copa América,Argentina,Paraguay,1,1,1.362774705,0.661667412,1.218159034,0.686382061,0.806553867,0.831652024
21/06/2019,Copa América,Ecuador,Chile,1,2,1.648197184,1.230604889,1.406581357,1.229819563,1.204593309,0.622244344
22/06/2019,Copa América,Bolivia,Venezuela,1,3,1.47457326,2.066795481,0.985743088,1.83926438,1.305481048,0.849612618
22/06/2019,Copa América,Peru,Brazil,0,5,0.341651404,4.034328726,0.745421245,1.659838104,2.462316285,0.246666667
23/06/2019,Copa América,Colombia,Paraguay,1,0,0.901061516,0.567652306,0.805442177,0.588855295,0.811448047,0.828348453
24/06/2019,Copa América,Chile,Uruguay,0,1,1.481413376,1.813931262,1.180986888,1.250734862,1.468540178,0.795755013
27/06/2019,Copa América,Brazil,Paraguay,0,0,1.530812116,0.468820702,1.368364559,0.486332126,0.772294608,0.854777024
28/06/2019,Copa América,Colombia,Chile,0,0,0.943797187,0.58923132,0.805442177,0.588855295,0.954990134,0.790726487
28/06/2019,Copa América,Venezuela,Argentina,0,2,0.663286932,1.945175595,0.730122655,1.087595532,1.838753273,0.540767947
29/06/2019,Copa América,Uruguay,Peru,0,0,1.272931353,0.656376477,1.027940555,0.626512903,0.956974985,0.86443343
02/07/2019,Copa América,Brazil,Argentina,2,0,1.243103914,0.869809919,1.368364559,0.486332126,1.716398776,0.623357233
03/07/2019,Copa América,Chile,Peru,0,3,1.462453474,1.31035281,1.180986888,1.250734862,1.005916784,0.831397716
06/07/2019,Copa América,Argentina,Chile,2,1,1.427408574,0.686820363,1.218159034,0.686382061,0.950095954,0.794030058
07/07/2019,Copa América,Brazil,Peru,3,1,1.694489181,0.509513796,1.368364559,0.486332126,0.942292445,0.874344145
05/09/2019,Friendly,Argentina,Chile,0,0,1.427408574,0.686820363,1.218159034,0.686382061,0.950095954,0.794030058
05/09/2019,Friendly,Peru,Ecuador,0,1,1.12145371,1.72271076,0.745421245,1.659838104,0.810357544,1.132765788
06/09/2019,Friendly,Brazil,Colombia,2,2,1.637150454,0.772093604,1.368364559,0.486332126,1.514831912,0.81692602
10/09/2019,Friendly,Brazil,Peru,0,1,1.694489181,0.509513796,1.368364559,0.486332126,0.942292445,0.874344145
10/09/2019,Friendly,Colombia,Venezuela,0,0,1.204861096,0.661701209,0.805442177,0.588855295,1.016724434,1.044523332
10/09/2019,Friendly,Ecuador,Bolivia,3,0,2.892745607,0.903485863,1.406581357,1.229819563,0.679947554,1.385239662
10/10/2019,Friendly,Venezuela,Bolivia,4,1,1.501554882,0.799001104,0.730122655,1.087595532,0.513545438,1.49756109
11/10/2019,Friendly,Uruguay,Peru,1,0,1.272931353,0.656376477,1.027940555,0.626512903,0.956974985,0.86443343
12/10/2019,Friendly,Colombia,Chile,0,0,0.943797187,0.58923132,0.805442177,0.588855295,0.954990134,0.790726487
13/10/2019,Friendly,Ecuador,Argentina,1,6,1.277822331,2.199544711,1.406581357,1.229819563,2.00515539,0.428446519
15/10/2019,Friendly,Peru,Uruguay,1,1,0.935045948,2.407250584,0.745421245,1.659838104,1.488116897,0.782540727
15/11/2019,Friendly,Colombia,Peru,1,0,0.997404563,0.616923869,0.805442177,0.588855295,0.981445884,0.847915573
18/11/2019,Friendly,Argentina,Uruguay,2,2,1.528041595,0.995454684,1.218159034,0.686382061,1.439175098,0.815576441
19/11/2019,Friendly,Ecuador,Colombia,0,1,1.682874124,1.952443133,1.406581357,1.229819563,1.803588525,0.622015306
08/10/2020,FIFA World Cup qualification,Paraguay,Peru,2,2,1.312502586,1.559604703,1.059895833,1.488646384,1.098906202,0.768629859
08/10/2020,FIFA World Cup qualification,Uruguay,Chile,2,1,1.204515274,0.626912975,1.027940555,0.626512903,0.925625055,0.810547916
08/10/2020,FIFA World Cup qualification,Argentina,Ecuador,1,0,1.832667067,0.712381381,1.218159034,0.686382061,0.756521565,1.169105074
09/10/2020,FIFA World Cup qualification,Colombia,Venezuela,3,0,1.204861096,0.661701209,0.805442177,0.588855295,1.026512794,1.037916189
09/10/2020,FIFA World Cup qualification,Brazil,Bolivia,5,0,2.814149744,0.35728347,1.368364559,0.486332126,0.356931681,1.603275376
13/10/2020,FIFA World Cup qualification,Bolivia,Argentina,1,2,0.895507767,3.289542921,0.985743088,1.83926438,2.088356448,0.372285804
13/10/2020,FIFA World Cup qualification,Ecuador,Uruguay,4,2,1.764395913,1.783597963,1.406581357,1.229819563,1.688778273,0.647094298
13/10/2020,FIFA World Cup qualification,Venezuela,Paraguay,0,1,0.816800318,1.048434338,0.730122655,1.087595532,0.884860746,0.778794882
13/10/2020,FIFA World Cup qualification,Peru,Brazil,2,4,0.341651404,4.034328726,0.745421245,1.659838104,2.476998824,0.236755952
13/10/2020,FIFA World Cup qualification,Chile,Colombia,2,2,1.412966455,1.985647948,1.180986888,1.250734862,1.58335043,0.77067602
12/11/2020,FIFA World Cup qualification,Bolivia,Ecuador,2,3,1.483007426,1.908933485,0.985743088,1.83926438,1.094219978,0.941158645
12/11/2020,FIFA World Cup qualification,Argentina,Paraguay,1,1,1.362774705,0.661667412,1.218159034,0.686382061,0.796765508,0.838259167
13/11/2020,FIFA World Cup qualification,Colombia,Uruguay,0,3,1.010335362,0.854012358,0.805442177,0.588855295,1.444069278,0.81227287
13/11/2020,FIFA World Cup qualification,Chile,Peru,2,0,1.462453474,1.31035281,1.180986888,1.250734862,0.996128424,0.838004859
13/11/2020,FIFA World Cup qualification,Brazil,Venezuela,1,0,2.046936788,0.546495137,1.368364559,0.486332126,0.987359355,1.064344761
17/11/2020,FIFA World Cup qualification,Ecuador,Colombia,6,1,1.682874124,1.952443133,1.406581357,1.229819563,1.798694345,0.625318878
17/11/2020,FIFA World Cup qualification,Venezuela,Chile,2,1,0.855539637,1.088290037,0.730122655,1.087595532,1.023508653,0.744476487
17/11/2020,FIFA World Cup qualification,Peru,Argentina,0,2,0.677185083,2.968637216,0.745421245,1.659838104,1.824070734,0.550678662
17/11/2020,FIFA World Cup qualification,Paraguay,Bolivia,2,2,2.179759457,1.093632761,1.059895833,1.488646384,0.528227977,1.487650376
17/11/2020,FIFA World Cup qualification,Uruguay,Brazil,0,2,0.471139421,1.522774417,1.027940555,0.626512903,2.393797766,0.292916667
26/03/2021,Friendly,Chile,Bolivia,2,1,2.42879277,0.918851269,1.180986888,1.250734862,0.41566184,1.563632519
29/03/2021,Friendly,Ecuador,Bolivia,2,1,2.892745607,0.903485863,1.406581357,1.229819563,0.591852316,1.444703947
03/06/2021,FIFA World Cup qualification,Bolivia,Venezuela,3,1,1.47457326,2.066795481,0.985743088,1.83926438,1.349528667,0.819880475
03/06/2021,FIFA World Cup qualification,Uruguay,Paraguay,0,0,1.14997414,0.603953971,1.027940555,0.626512903,0.816342227,0.825044882
03/06/2021,FIFA World Cup qualification,Argentina,Chile,1,1,1.427408574,0.686820363,1.218159034,0.686382061,0.930519235,0.807244344
03/06/2021,FIFA World Cup qualification,Peru,Colombia,0,3,0.891843276,2.635134133,0.745421245,1.659838104,1.60782133,0.754158163
04/06/2021,FIFA World Cup qualification,Brazil,Ecuador,2,0,2.05864472,0.504753797,1.368364559,0.486332126,0.766309925,1.162497931
08/06/2021,FIFA World Cup qualification,Ecuador,Peru,1,2,1.741814253,1.288440555,1.406581357,1.229819563,1.16253054,0.72568343
08/06/2021,FIFA World Cup qualification,Colombia,Argentina,2,2,0.731711675,1.053173644,0.805442177,0.588855295,1.784917295,0.577107233
08/06/2021,FIFA World Cup qualification,Venezuela,Uruguay,0,0,0.915855611,1.577331532,0.730122655,1.087595532,1.517481977,0.762719298
08/06/2021,FIFA World Cup qualification,Paraguay,Brazil,0,2,0.48578559,3.61823774,1.059895833,1.488646384,2.535728983,0.197113095
08/06/2021,FIFA World Cup qualification,Chile,Bolivia,1,1,2.42879277,0.918851269,1.180986888,1.250734862,0.41566184,1.563632519
13/06/2021,Copa América,Brazil,Venezuela,3,0,2.046936788,0.546495137,1.368364559,0.486332126,0.972676815,1.074255475
13/06/2021,Copa América,Colombia,Ecuador,1,0,1.21175258,0.61116042,0.805442177,0.588855295,0.825040083,1.122855074
14/06/2021,Copa América,Argentina,Chile,1,1,1.427408574,0.686820363,1.218159034,0.686382061,0.930519235,0.807244344
14/06/2021,Copa América,Paraguay,Bolivia,3,1,2.179759457,1.093632761,1.059895833,1.488646384,0.498862898,1.507471805
17/06/2021,Copa América,Colombia,Venezuela,0,0,1.204861096,0.661701209,0.805442177,0.588855295,1.031406974,1.034612618
17/06/2021,Copa América,Brazil,Peru,4,0,1.694489181,0.509513796,1.368364559,0.486332126,0.912927366,0.894165573
18/06/2021,Copa América,Chile,Bolivia,1,0,2.42879277,0.918851269,1.180986888,1.250734862,0.41566184,1.563632519
18/06/2021,Copa América,Argentina,Uruguay,1,0,1.528041595,0.995454684,1.218159034,0.686382061,1.414704199,0.832094298
20/06/2021,Copa América,Venezuela,Ecuador,2,2,1.098437649,1.128792332,0.730122655,1.087595532,0.893558602,1.076605074
20/06/2021,Copa América,Colombia,Peru,1,2,0.997404563,0.616923869,0.805442177,0.588855295,0.971657524,0.854522716
21/06/2021,Copa América,Uruguay,Chile,1,1,1.204515274,0.626912975,1.027940555,0.626512903,0.935413415,0.803940773
21/06/2021,Copa América,Argentina,Paraguay,1,0,1.362774705,0.661667412,1.218159034,0.686382061,0.811448047,0.828348453
23/06/2021,Copa América,Ecuador,Peru,2,2,1.741814253,1.288440555,1.406581357,1.229819563,1.16253054,0.72568343
23/06/2021,Copa América,Brazil,Colombia,2,1,1.637150454,0.772093604,1.368364559,0.486332126,1.495255192,0.830140306
24/06/2021,Copa América,Bolivia,Uruguay,0,2,1.236502294,2.667471147,0.985743088,1.83926438,1.767085151,0.594237155
24/06/2021,Copa América,Chile,Paraguay,0,2,1.321189609,1.205699489,1.180986888,1.250734862,0.860389846,0.795312739
27/06/2021,Copa América,Brazil,Ecuador,1,1,2.05864472,0.504753797,1.368364559,0.486332126,0.766309925,1.162497931
27/06/2021,Copa América,Venezuela,Peru,0,1,0.904134013,1.139437226,0.730122655,1.087595532,1.040176043,0.808272716
28/06/2021,Copa América,Argentina,Bolivia,4,1,2.505240224,0.504249979,1.218159034,0.686382061,0.366720041,1.596668233
28/06/2021,Copa América,Uruguay,Paraguay,1,0,1.14997414,0.603953971,1.027940555,0.626512903,0.816342227,0.825044882
02/07/2021,Copa América,Peru,Paraguay,3,3,0.833915105,1.600072098,0.745421245,1.659838104,0.899543285,0.768884167
02/07/2021,Copa América,Brazil,Chile,1,0,1.603415687,0.486642683,1.368364559,0.486332126,0.906048335,0.823762201
03/07/2021,Copa América,Uruguay,Colombia,0,0,1.22985745,0.994642508,1.027940555,0.626512903,1.524620271,0.810318878
03/07/2021,Copa América,Argentina,Ecuador,3,0,1.832667067,0.712381381,1.218159034,0.686382061,0.790780824,1.145980074
05/07/2021,Copa América,Brazil,Peru,1,0,1.694489181,0.509513796,1.368364559,0.486332126,0.912927366,0.894165573
06/07/2021,Copa América,Argentina,Colombia,1,1,1.457440273,1.089689887,1.218159034,0.686382061,1.519726091,0.813622449
09/07/2021,Copa América,Peru,Colombia,2,3,0.891843276,2.635134133,0.745421245,1.659838104,1.60782133,0.754158163
10/07/2021,Copa América,Brazil,Argentina,0,1,1.243103914,0.869809919,1.368364559,0.486332126,1.726187136,0.61675009